Time,Open,High,Low,Last,Change,%Chg,Volume
"04/11/2024 19:00",18710.25,18710.25,18710.25,18710.25,-12.,-0.06%,1
"04/11/2024 18:30",18722.5,18722.5,18702.5,18722.25,-4.75,-0.03%,9
"04/11/2024 18:00",18727.25,18727.75,18725.25,18727,0.75,0.00%,11
"04/11/2024 17:30",18717.75,18726.25,18717.75,18726.25,-1.25,-0.01%,2
"04/11/2024 17:00",18727.5,18727.5,18727.5,18727.5,11.25,+0.06%,1
"04/11/2024 15:30",18718.25,18718.25,18716.25,18716.25,-3.75,-0.02%,2
"04/11/2024 15:00",18711.25,18722.5,18711.25,18720,-2.25,-0.01%,14
"04/11/2024 14:30",18733.75,18742.5,18722.25,18722.25,1,+0.01%,15
"04/11/2024 14:00",18713.75,18728.75,18713.75,18721.25,6.25,+0.03%,8
"04/11/2024 13:30",18732.5,18740.75,18708.75,18715,-15.,-0.08%,38
"04/11/2024 13:00",18667.5,18730,18667.5,18730,65,+0.35%,68
"04/11/2024 12:30",18653.5,18671.25,18624.25,18665,17.75,+0.10%,23
"04/11/2024 12:00",18537.5,18651.75,18526.5,18647.25,102.25,+0.55%,116
"04/11/2024 11:30",18528.75,18545,18523.75,18545,12.75,+0.07%,16
"04/11/2024 11:00",18547,18547,18529.25,18532.25,-17.75,-0.10%,16
"04/11/2024 10:30",18472.75,18550,18472.75,18550,70.75,+0.38%,26
"04/11/2024 10:00",18499.5,18503.75,18473.25,18479.25,-4.5,-0.02%,19
"04/11/2024 09:30",18437.5,18487.5,18437.5,18483.75,45.75,+0.25%,35
"04/11/2024 09:00",18470,18470,18400,18438,-50.,-0.27%,29
"04/11/2024 08:30",18491.75,18496.75,18460,18488,0.5,0.00%,38
"04/11/2024 08:00",18478.75,18504.5,18478.75,18487.5,16.25,+0.09%,36
"04/11/2024 07:30",18402,18481.75,18402,18471.25,124,+0.68%,53
"04/11/2024 07:00",18357.25,18359.25,18347.25,18347.25,-0.5,0.00%,5
"04/11/2024 06:30",18366.25,18366.25,18346,18347.75,-49.75,-0.27%,5
"04/11/2024 05:30",18397.5,18397.5,18397.5,18397.5,14,+0.08%,1
"04/11/2024 04:30",18383.5,18383.5,18383.5,18383.5,3.5,+0.02%,1
"04/11/2024 04:00",18381.75,18388,18380,18380,-18.75,-0.10%,5
"04/11/2024 03:30",18418.75,18418.75,18398.5,18398.75,-20.,-0.11%,12
"04/11/2024 02:30",18418.75,18418.75,18418.75,18418.75,-19.25,-0.10%,1
"04/11/2024 01:30",18436,18438,18436,18438,-3.,-0.02%,2
"04/11/2024 01:00",18433.25,18441,18433.25,18441,3,+0.02%,2
"04/11/2024 00:30",18438,18438,18438,18438,5.5,+0.03%,1
"04/10/2024 23:30",18432.5,18432.5,18432.5,18432.5,11,+0.06%,1
"04/10/2024 22:00",18425,18425.75,18421.5,18421.5,1.5,+0.01%,12
"04/10/2024 21:30",18420.5,18420.5,18414.25,18420,-2.,-0.01%,3
"04/10/2024 21:00",18422,18422,18422,18422,31,+0.17%,1
"04/10/2024 20:00",18391,18391,18391,18391,0.5,0.00%,1
"04/10/2024 19:30",18390,18390.5,18390,18390.5,10.5,+0.06%,2
"04/10/2024 19:00",18399.5,18399.5,18380,18380,-2.,-0.01%,8
"04/10/2024 18:30",18382,18382,18382,18382,2.25,+0.01%,1
"04/10/2024 18:00",18396,18396,18378.75,18379.75,-19.25,-0.10%,10
"04/10/2024 17:30",18399,18399,18399,18399,-0.5,0.00%,3
"04/10/2024 17:00",18400,18400,18399.5,18399.5,-18.5,-0.10%,2
"04/10/2024 15:30",18404.75,18418,18404.75,18418,23.25,+0.13%,6
"04/10/2024 15:00",18400,18400,18387.75,18394.75,-24.,-0.13%,6
"04/10/2024 14:30",18396.25,18450.5,18382,18418.75,-1.5,-0.01%,33
"04/10/2024 14:00",18360,18440,18350,18420.25,66.75,+0.36%,47
"04/10/2024 13:30",18377,18407.5,18353.5,18353.5,-22.,-0.12%,23
"04/10/2024 13:00",18408.5,18408.5,18370,18375.5,-43.5,-0.24%,22
"04/10/2024 12:30",18400,18428.75,18351.5,18419,3.75,+0.02%,47
"04/10/2024 12:00",18427.5,18451.25,18348.5,18415.25,-13.5,-0.07%,85
"04/10/2024 11:30",18387,18428.75,18387,18428.75,68.75,+0.37%,24
"04/10/2024 11:00",18363.75,18363.75,18358,18360,-7.5,-0.04%,4
"04/10/2024 10:30",18402.5,18402.5,18367.5,18367.5,-32.5,-0.18%,9
"04/10/2024 10:00",18372.5,18400,18365.5,18400,21,+0.11%,18
"04/10/2024 09:30",18406.25,18453.75,18374,18379,-33.5,-0.18%,39
"04/10/2024 09:00",18394.75,18428.75,18382.5,18412.5,10.25,+0.06%,64
"04/10/2024 08:30",18372.25,18433.75,18348.5,18402.25,47.25,+0.26%,119
"04/10/2024 08:00",18316.25,18358.75,18290,18355,16.25,+0.09%,128
"04/10/2024 07:30",18520.5,18520.5,18280,18338.75,-329.25,-1.76%,192
"04/10/2024 07:00",18613.25,18668,18607.5,18668,66.5,+0.36%,12
"04/10/2024 06:30",18601.5,18601.5,18601.5,18601.5,0.5,0.00%,1
"04/10/2024 06:00",18601,18601,18601,18601,30.5,+0.16%,2
"04/10/2024 05:00",18577.5,18577.5,18570.5,18570.5,-18.25,-0.10%,6
"04/10/2024 04:30",18605.5,18605.5,18588.75,18588.75,-30.5,-0.16%,4
"04/10/2024 03:30",18619.25,18619.25,18619.25,18619.25,15.75,+0.08%,1
"04/10/2024 01:00",18603.5,18603.5,18603.5,18603.5,7,+0.04%,1
"04/10/2024 00:30",18608.5,18612,18596.5,18596.5,-11.,-0.06%,3
"04/09/2024 23:30",18607.5,18607.5,18607.5,18607.5,8.25,+0.04%,1
"04/09/2024 20:00",18599.25,18599.25,18599.25,18599.25,1.25,+0.01%,1
"04/09/2024 19:00",18598,18598,18598,18598,-0.75,0.00%,1
"04/09/2024 18:30",18598,18598.75,18598,18598.75,-24.75,-0.13%,2
"04/09/2024 15:00",18593.75,18629.25,18593.75,18623.5,43.5,+0.23%,13
"04/09/2024 14:30",18555,18580,18527.5,18580,25.75,+0.14%,30
"04/09/2024 14:00",18457.75,18554.25,18445,18554.25,78.5,+0.42%,29
"04/09/2024 13:30",18476,18478.75,18474.25,18475.75,-15.25,-0.08%,5
"04/09/2024 12:30",18518.75,18518.75,18490,18491,-12.,-0.06%,3
"04/09/2024 12:00",18505,18505,18503,18503,10.5,+0.06%,4
"04/09/2024 11:30",18509.5,18527.5,18492.5,18492.5,-17.5,-0.09%,20
"04/09/2024 11:00",18500,18522.75,18500,18510,17,+0.09%,16
"04/09/2024 10:30",18459,18495,18437.5,18493,45.5,+0.25%,11
"04/09/2024 10:00",18439,18480,18433.75,18447.5,44.5,+0.24%,33
"04/09/2024 09:30",18497.5,18497.5,18388,18403,-134.75,-0.73%,99
"04/09/2024 09:00",18567.5,18592.5,18537.75,18537.75,-30.,-0.16%,18
"04/09/2024 08:30",18627.25,18627.25,18567.75,18567.75,-47.25,-0.25%,26
"04/09/2024 08:00",18600,18615,18600,18615,18,+0.10%,11
"04/09/2024 07:30",18585,18597,18585,18597,9.5,+0.05%,5
"04/09/2024 07:00",18585,18589,18585,18587.5,27.5,+0.15%,5
"04/09/2024 06:30",18560,18560,18560,18560,10,+0.05%,2
"04/09/2024 06:00",18526,18550,18526,18550,71.5,+0.39%,5
"04/09/2024 05:30",18480,18480,18478.5,18478.5,-76.5,-0.41%,3
"04/09/2024 04:30",18544.5,18555,18544.5,18555,60,+0.32%,3
"04/09/2024 03:00",18495,18495,18495,18495,0,0.00%,1
"04/09/2024 02:30",18497,18497,18495,18495,-40.25,-0.22%,3
"04/09/2024 01:00",18535.25,18535.25,18535.25,18535.25,0,0.00%,1
"04/09/2024 00:30",18535.25,18535.25,18535.25,18535.25,-9.75,-0.05%,1
"04/09/2024 00:00",18545,18545,18545,18545,18.5,+0.10%,1
"04/08/2024 23:00",18526.5,18526.5,18526.5,18526.5,5.25,+0.03%,1
"04/08/2024 22:30",18523.75,18523.75,18521.25,18521.25,3.25,+0.02%,5
"04/08/2024 20:30",18518,18518,18518,18518,-7.,-0.04%,1
"04/08/2024 19:00",18530,18530,18525,18525,-4.75,-0.03%,2
"04/08/2024 18:30",18535.25,18535.25,18529.75,18529.75,-3.,-0.02%,2
"04/08/2024 15:30",18532.75,18532.75,18532.75,18532.75,8.75,+0.05%,1
"04/08/2024 14:30",18553,18554.5,18522,18524,-16.,-0.09%,14
"04/08/2024 14:00",18518,18540,18518,18540,10,+0.05%,5
"04/08/2024 13:30",18534,18534,18518,18530,-7.,-0.04%,6
"04/08/2024 13:00",18533.75,18544,18528,18537,8,+0.04%,20
"04/08/2024 12:30",18530,18530,18508.25,18529,-6.,-0.03%,7
"04/08/2024 12:00",18539.25,18539.25,18516.25,18535,0.75,0.00%,11
"04/08/2024 11:30",18511.75,18537.25,18511.75,18534.25,27,+0.15%,20
"04/08/2024 11:00",18515.25,18516.25,18478.5,18507.25,-2.75,-0.01%,16
"04/08/2024 10:30",18535,18537.75,18510,18510,-55.,-0.30%,8
"04/08/2024 10:00",18593.75,18593.75,18565,18565,-17.25,-0.09%,2
"04/08/2024 09:30",18580,18598.75,18575,18582.25,26,+0.14%,14
"04/08/2024 09:00",18544,18556.25,18520.75,18556.25,51.25,+0.28%,6
"04/08/2024 08:30",18540,18555.5,18469,18505,-74.5,-0.40%,25
"04/08/2024 08:00",18579.5,18579.5,18579.5,18579.5,-9.25,-0.05%,1
"04/08/2024 07:30",18579.75,18588.75,18579.75,18588.75,35.5,+0.19%,5
"04/08/2024 07:00",18550,18553.25,18550,18553.25,22,+0.12%,5
"04/08/2024 06:00",18531.25,18531.25,18531.25,18531.25,7.5,+0.04%,1
"04/08/2024 04:00",18511.25,18527.5,18500,18523.75,24,+0.13%,8
"04/08/2024 03:30",18512.75,18522,18499.75,18499.75,27,+0.15%,66
"04/08/2024 03:00",18505.75,18505.75,18472.75,18472.75,-89.25,-0.48%,8
"04/08/2024 02:30",18550,18565,18550,18562,51.25,+0.28%,5
"04/08/2024 02:00",18502,18510.75,18502,18510.75,-2.,-0.01%,2
"04/08/2024 01:30",18512.75,18512.75,18512.75,18512.75,-2.75,-0.01%,1
"04/08/2024 00:30",18515.5,18515.5,18515.5,18515.5,5.5,+0.03%,2
"04/07/2024 22:30",18510,18510,18510,18510,-46.,-0.25%,2
"04/07/2024 20:30",18556,18556,18556,18556,41,+0.22%,1
"04/07/2024 19:30",18515,18515,18515,18515,-25.,-0.13%,1
"04/07/2024 18:00",18540,18540,18540,18540,5,+0.03%,1
"04/07/2024 17:30",18535,18535,18535,18535,-3.5,-0.02%,2
"04/07/2024 17:00",18553.75,18557,18534,18538.5,18.5,+0.10%,8
"04/05/2024 15:00",18514.75,18520,18512,18520,-6.25,-0.03%,5
"04/05/2024 14:30",18524,18550,18515.75,18526.25,20.75,+0.11%,18
"04/05/2024 14:00",18500,18521.25,18498,18505.5,9.5,+0.05%,7
"04/05/2024 13:30",18510,18530,18482.5,18496,-25.,-0.13%,16
"04/05/2024 13:00",18496.5,18566,18479.75,18521,3.5,+0.02%,26
"04/05/2024 12:30",18604.5,18604.5,18513.75,18517.5,-70.5,-0.38%,14
"04/05/2024 12:00",18630,18630,18571.5,18588,-33.25,-0.18%,26
"04/05/2024 11:30",18573,18621.25,18567,18621.25,41,+0.22%,38
"04/05/2024 11:00",18582.75,18600,18576.5,18580.25,-2.25,-0.01%,16
"04/05/2024 10:30",18514,18582.5,18514,18582.5,92.25,+0.50%,26
"04/05/2024 10:00",18541,18541,18473.75,18490.25,-41.,-0.22%,7
"04/05/2024 09:30",18420.25,18531.25,18420.25,18531.25,107,+0.58%,31
"04/05/2024 09:00",18420.5,18466,18398.25,18424.25,-5.75,-0.03%,48
"04/05/2024 08:30",18348.75,18450,18330,18430,63.25,+0.34%,86
"04/05/2024 08:00",18362.5,18366.75,18348.75,18366.75,9.25,+0.05%,12
"04/05/2024 07:30",18305,18412,18290,18357.5,-7.5,-0.04%,96
"04/05/2024 07:00",18370,18374,18365,18365,-4.75,-0.03%,3
"04/05/2024 06:30",18369.75,18382,18369.75,18369.75,7.75,+0.04%,3
"04/05/2024 06:00",18366,18366,18362,18362,-1.75,-0.01%,3
"04/05/2024 05:30",18356.75,18363.75,18356.75,18363.75,0,0.00%,5
"04/05/2024 04:30",18354,18370,18354,18363.75,0.5,0.00%,7
"04/05/2024 04:00",18358.75,18363.75,18358.75,18363.25,5,+0.03%,4
"04/05/2024 03:30",18357.75,18358.25,18357.75,18358.25,4.25,+0.02%,20
"04/05/2024 03:00",18354,18354,18354,18354,0.25,0.00%,1
"04/05/2024 02:30",18347.5,18353.75,18341,18353.75,19.75,+0.11%,3
"04/05/2024 02:00",18334,18334,18334,18334,-12.5,-0.07%,1
"04/05/2024 01:30",18351.75,18351.75,18346.5,18346.5,7.25,+0.04%,5
"04/05/2024 01:00",18344.5,18351.75,18331,18339.25,13,+0.07%,6
"04/05/2024 00:30",18326.25,18326.25,18326.25,18326.25,-16.75,-0.09%,1
"04/05/2024 00:00",18341.75,18346,18341.75,18343,11.25,+0.06%,7
"04/04/2024 23:30",18331.5,18331.75,18331.5,18331.75,16.75,+0.09%,6
"04/04/2024 22:00",18317,18317,18315,18315,14.25,+0.08%,3
"04/04/2024 21:00",18301.25,18301.25,18300.75,18300.75,10.75,+0.06%,2
"04/04/2024 20:30",18297.25,18303,18287.75,18290,-7.25,-0.04%,20
"04/04/2024 20:00",18315.5,18315.75,18297.25,18297.25,-22.25,-0.12%,6
"04/04/2024 19:30",18293.5,18319.5,18284.25,18319.5,3.5,+0.02%,9
"04/04/2024 18:30",18316,18316,18316,18316,-5.,-0.03%,1
"04/04/2024 18:00",18315,18321,18315,18321,7,+0.04%,2
"04/04/2024 17:30",18326,18327.5,18314,18314,7.75,+0.04%,3
"04/04/2024 17:00",18332.25,18347.25,18306,18306.25,12.25,+0.07%,34
"04/04/2024 15:30",18287,18296,18285.25,18294,2.25,+0.01%,10
"04/04/2024 15:00",18320,18320.5,18291.75,18291.75,-15.75,-0.09%,6
"04/04/2024 14:30",18333.5,18361,18297.5,18307.5,-25.5,-0.14%,79
"04/04/2024 14:00",18432.75,18435,18333,18333,-117.,-0.63%,133
"04/04/2024 13:30",18527.25,18550,18433.75,18450,-113.5,-0.61%,144
"04/04/2024 13:00",18715.75,18718,18562.25,18563.5,-157.,-0.84%,61
"04/04/2024 12:30",18747.75,18748.75,18718,18720.5,-51.25,-0.27%,17
"04/04/2024 12:00",18776.5,18780,18771.75,18771.75,-4.,-0.02%,3
"04/04/2024 11:00",18766.25,18790.25,18760.75,18775.75,15.75,+0.08%,28
"04/04/2024 10:30",18730,18760,18730,18760,36.25,+0.19%,6
"04/04/2024 10:00",18729.25,18734,18723.75,18723.75,-11.,-0.06%,9
"04/04/2024 09:30",18731.75,18734.75,18716,18734.75,5.25,+0.03%,12
"04/04/2024 09:00",18749,18749,18721.25,18729.5,-13.,-0.07%,16
"04/04/2024 08:30",18775,18787.75,18740.75,18742.5,-26.,-0.14%,28
"04/04/2024 08:00",18777.5,18778.75,18768.5,18768.5,2,+0.01%,10
"04/04/2024 07:30",18692.25,18766.5,18692.25,18766.5,96.5,+0.52%,37
"04/04/2024 06:00",18676.75,18676.75,18670,18670,-8.,-0.04%,20
"04/04/2024 05:30",18678,18678,18678,18678,-6.5,-0.03%,2
"04/04/2024 05:00",18684,18684.5,18684,18684.5,10.5,+0.06%,5
"04/04/2024 03:30",18685,18685,18674,18674,4.5,+0.02%,2
"04/04/2024 03:00",18669.5,18669.5,18669.5,18669.5,0,0.00%,1
"04/04/2024 02:30",18669.5,18669.5,18669.5,18669.5,0.75,0.00%,1
"04/04/2024 02:00",18663.75,18668.75,18663.75,18668.75,20.75,+0.11%,2
"04/04/2024 01:00",18654,18656.5,18648,18648,-15.75,-0.08%,4
"04/04/2024 00:30",18663.75,18663.75,18663.75,18663.75,-10.25,-0.05%,1
"04/04/2024 00:00",18674,18674,18672,18674,-6.,-0.03%,6
"04/03/2024 23:00",18680,18680,18680,18680,0.75,0.00%,1
"04/03/2024 22:00",18679.25,18679.25,18679.25,18679.25,19.25,+0.10%,1
"04/03/2024 19:30",18660,18660,18660,18660,-6.25,-0.03%,1
"04/03/2024 19:00",18666.5,18666.5,18666.25,18666.25,-0.5,0.00%,2
"04/03/2024 18:30",18652.75,18708.25,18652.75,18666.75,24.25,+0.13%,47
"04/03/2024 18:00",18642.5,18642.5,18642.5,18642.5,36,+0.19%,1
"04/03/2024 17:00",18614,18614,18606.5,18606.5,-8.75,-0.05%,3
"04/03/2024 15:30",18616.5,18616.5,18615.25,18615.25,-5.75,-0.03%,2
"04/03/2024 15:00",18621,18621,18621,18621,26,+0.14%,1
"04/03/2024 14:30",18557.25,18601.25,18557.25,18595,33.25,+0.18%,29
"04/03/2024 14:00",18617.75,18620.75,18550.5,18561.75,-58.25,-0.31%,23
"04/03/2024 13:30",18631.25,18650.75,18620,18620,-18.,-0.10%,13
"04/03/2024 13:00",18641.75,18656,18638,18638,-4.,-0.02%,4
"04/03/2024 12:00",18642,18642,18642,18642,-7.5,-0.04%,1
"04/03/2024 11:30",18660,18660,18603.75,18649.5,0,0.00%,20
"04/03/2024 11:00",18630.75,18649.5,18614.75,18649.5,19,+0.10%,7
"04/03/2024 10:30",18675.5,18675.5,18629.5,18630.5,-34.,-0.18%,14
"04/03/2024 10:00",18663,18671.75,18654.5,18664.5,9.25,+0.05%,24
"04/03/2024 09:30",18637.5,18655.25,18631.5,18655.25,24.25,+0.13%,36
"04/03/2024 09:00",18533.75,18631,18530,18631,144,+0.78%,88
"04/03/2024 08:30",18482,18505,18475.75,18487,21.25,+0.12%,19
"04/03/2024 08:00",18497.5,18497.5,18465.75,18465.75,-23.75,-0.13%,7
"04/03/2024 07:30",18493.75,18493.75,18483.75,18489.5,-7.5,-0.04%,7
"04/03/2024 07:00",18543.25,18543.25,18493.75,18497,-29.,-0.16%,12
"04/03/2024 06:30",18531,18531.25,18526,18526,0.75,0.00%,4
"04/03/2024 06:00",18517,18525.25,18517,18525.25,32.5,+0.18%,3
"04/03/2024 05:30",18486.5,18492.75,18483.25,18492.75,-6.75,-0.04%,6
"04/03/2024 04:30",18510,18510,18497,18499.5,-14.5,-0.08%,6
"04/03/2024 04:00",18514,18514,18514,18514,-16.75,-0.09%,1
"04/03/2024 03:30",18518.5,18530.75,18518.5,18530.75,26,+0.14%,2
"04/03/2024 03:00",18513,18513,18504.75,18504.75,7.5,+0.04%,4
"04/03/2024 02:30",18521.5,18521.5,18497.25,18497.25,-17.75,-0.10%,4
"04/03/2024 02:00",18513,18515,18513,18515,1,+0.01%,2
"04/03/2024 01:30",18503.75,18514,18503.75,18514,5.75,+0.03%,3
"04/03/2024 01:00",18501.5,18508.25,18498.75,18508.25,8.25,+0.04%,4
"04/03/2024 00:30",18515.25,18515.25,18500,18500,-17.5,-0.09%,5
"04/03/2024 00:00",18517,18518.5,18517,18517.5,-7.25,-0.04%,3
"04/02/2024 23:30",18522.75,18524.75,18521.75,18524.75,-11.5,-0.06%,7
"04/02/2024 22:30",18536,18536.25,18536,18536.25,6.25,+0.03%,3
"04/02/2024 22:00",18530,18530,18530,18530,5,+0.03%,2
"04/02/2024 21:00",18525,18525,18525,18525,-1.,-0.01%,1
"04/02/2024 20:00",18534.5,18534.5,18526,18526,-1.,-0.01%,2
"04/02/2024 19:00",18528.5,18528.5,18527,18527,-29.75,-0.16%,3
"04/02/2024 18:30",18558,18558,18556.75,18556.75,3.5,+0.02%,2
"04/02/2024 18:00",18553.25,18553.25,18553.25,18553.25,-2.,-0.01%,1
"04/02/2024 17:00",18569.5,18569.5,18555.25,18555.25,-14.75,-0.08%,3
"04/02/2024 15:30",18570,18570,18570,18570,2.25,+0.01%,1
"04/02/2024 15:00",18561.25,18567.75,18561.25,18567.75,8.5,+0.05%,3
"04/02/2024 14:30",18540,18561,18540,18559.25,45.25,+0.24%,40
"04/02/2024 14:00",18529,18535,18514,18514,13,+0.07%,9
"04/02/2024 13:30",18511,18511,18501,18501,-15.25,-0.08%,6
"04/02/2024 13:00",18505.5,18516.25,18503.75,18516.25,-1.25,-0.01%,5
"04/02/2024 12:30",18500,18517.5,18500,18517.5,8.5,+0.05%,2
"04/02/2024 12:00",18519,18519,18509,18509,-3.5,-0.02%,3
"04/02/2024 11:30",18493.5,18512.5,18493.5,18512.5,37.5,+0.20%,3
"04/02/2024 11:00",18462.75,18475,18462.75,18475,3.75,+0.02%,4
"04/02/2024 10:30",18490.75,18504,18465,18471.25,-24.75,-0.13%,9
"04/02/2024 10:00",18473.25,18496,18473.25,18496,44,+0.24%,10
"04/02/2024 09:30",18460,18472.5,18452,18452,-16.,-0.09%,8
"04/02/2024 09:00",18483.25,18501.75,18428.25,18468,-11.25,-0.06%,25
"04/02/2024 08:30",18512.25,18515.25,18456,18479.25,-31.,-0.17%,43
"04/02/2024 08:00",18561.25,18562,18496.75,18510.25,-49.75,-0.27%,37
"04/02/2024 07:30",18629,18629,18560,18560,-78.,-0.42%,18
"04/02/2024 07:00",18634.25,18638,18634.25,18638,3,+0.02%,2
"04/02/2024 06:30",18651.75,18651.75,18635,18635,-18.25,-0.10%,5
"04/02/2024 06:00",18640,18653.25,18637.75,18653.25,-18.,-0.10%,3
"04/02/2024 05:30",18680,18680,18660,18671.25,-17.75,-0.09%,6
"04/02/2024 05:00",18682.25,18689,18682,18689,-7.,-0.04%,4
"04/02/2024 04:30",18706,18706,18696,18696,-4.,-0.02%,3
"04/02/2024 03:30",18700,18700,18700,18700,-17.,-0.09%,1
"04/02/2024 03:00",18696,18730,18696,18717,18.75,+0.10%,4
"04/02/2024 02:30",18698.25,18698.25,18698.25,18698.25,-1.75,-0.01%,1
"04/02/2024 02:00",18729.75,18729.75,18700,18700,-18.,-0.10%,2
"04/02/2024 01:30",18718,18718,18718,18718,3,+0.02%,1
"04/02/2024 01:00",18715,18715,18715,18715,22.75,+0.12%,1
"04/02/2024 00:30",18692.25,18692.25,18692.25,18692.25,4.75,+0.03%,1
"04/02/2024 00:00",18687.5,18687.5,18687.5,18687.5,-12.25,-0.07%,1
"04/01/2024 23:30",18700.75,18700.75,18699.75,18699.75,-5.25,-0.03%,2
"04/01/2024 23:00",18705,18705,18705,18705,-15.,-0.08%,1
"04/01/2024 22:30",18720,18720,18720,18720,20,+0.11%,1
"04/01/2024 21:00",18700,18700,18700,18700,9.5,+0.05%,1
"04/01/2024 19:00",18690.5,18690.5,18690.5,18690.5,-0.25,0.00%,1
"04/01/2024 18:30",18696.5,18696.5,18690.75,18690.75,-17.25,-0.09%,2
"04/01/2024 17:00",18720,18720,18708,18708,-19.,-0.10%,6
"04/01/2024 15:30",18727,18727,18727,18727,-3.,-0.02%,1
"04/01/2024 15:00",18730,18730,18730,18730,8.75,+0.05%,1
"04/01/2024 14:30",18710,18731,18689.5,18721.25,21.25,+0.11%,16
"04/01/2024 14:00",18710,18710,18700,18700,-7.,-0.04%,6
"04/01/2024 13:30",18707,18707,18707,18707,12.5,+0.07%,1
"04/01/2024 13:00",18694.5,18694.5,18694.5,18694.5,4.5,+0.02%,1
"04/01/2024 12:30",18690,18690,18690,18690,23.5,+0.13%,2
"04/01/2024 12:00",18700,18700,18665.75,18666.5,-39.,-0.21%,5
"04/01/2024 11:30",18710,18710,18705.5,18705.5,8.5,+0.05%,4
"04/01/2024 11:00",18650,18700.75,18644.5,18697,38.25,+0.20%,9
"04/01/2024 10:30",18693.25,18693.25,18658.75,18658.75,-25.,-0.13%,12
"04/01/2024 10:00",18700,18713.25,18666,18683.75,-21.25,-0.11%,17
"04/01/2024 09:30",18743.75,18743.75,18700,18705,-67.,-0.36%,20
"04/01/2024 09:00",18807,18829,18756.25,18772,-45.75,-0.24%,25
"04/01/2024 08:30",18743.5,18831,18743.5,18817.75,87.75,+0.47%,34
"04/01/2024 08:00",18731.5,18732,18717,18730,-16.25,-0.09%,17
"04/01/2024 07:30",18735,18746.25,18735,18746.25,10.25,+0.05%,6
"04/01/2024 07:00",18768,18768,18736,18736,-38.,-0.20%,4
"04/01/2024 06:00",18788.75,18788.75,18774,18774,-36.,-0.19%,4
"04/01/2024 05:30",18810,18810,18810,18810,5,+0.03%,1
"04/01/2024 04:00",18805,18805,18805,18805,-5.,-0.03%,1
"04/01/2024 03:30",18808.75,18810,18808.75,18810,18.25,+0.10%,2
"04/01/2024 03:00",18791.75,18791.75,18791.75,18791.75,-38.25,-0.20%,1
"04/01/2024 02:30",18830,18830,18830,18830,26,+0.14%,1
"04/01/2024 00:30",18805.25,18805.25,18804,18804,9,+0.05%,4
"03/31/2024 22:00",18795,18795,18795,18795,-19.75,-0.10%,1
"03/31/2024 20:30",18814.75,18814.75,18814.75,18814.75,-11.25,-0.06%,1
"03/31/2024 19:30",18825,18826,18825,18826,-11.,-0.06%,3
"03/31/2024 19:00",18832.75,18837,18832.75,18837,1.75,+0.01%,2
"03/31/2024 18:30",18826,18836.25,18826,18835.25,15.25,+0.08%,14
"03/31/2024 18:00",18810,18820,18810,18820,16.5,+0.09%,3
"03/31/2024 17:00",18734.75,18810,18734.75,18803.5,112.25,+0.60%,16
"03/28/2024 15:30",18691.25,18691.25,18691.25,18691.25,-9.75,-0.05%,1
"03/28/2024 15:00",18686.5,18701,18684,18701,-0.25,0.00%,5
"03/28/2024 14:30",18715,18720,18701.25,18701.25,-36.75,-0.20%,4
"03/28/2024 14:00",18731,18738,18714.25,18738,5.75,+0.03%,17
"03/28/2024 13:30",18686.25,18732.25,18686.25,18732.25,29.75,+0.16%,18
"03/28/2024 13:00",18688,18705.5,18685.5,18702.5,-2.5,-0.01%,29
"03/28/2024 12:30",18701.5,18705,18699.75,18705,17.5,+0.09%,10
"03/28/2024 12:00",18708,18708,18687.5,18687.5,-21.25,-0.11%,11
"03/28/2024 11:30",18707.25,18716.5,18705.5,18708.75,-3.25,-0.02%,12
"03/28/2024 11:00",18742.5,18742.5,18710,18712,-33.,-0.18%,15
"03/28/2024 10:30",18743,18745,18718.25,18745,8.75,+0.05%,16
"03/28/2024 10:00",18726,18744.5,18716.25,18736.25,0.5,0.00%,21
"03/28/2024 09:30",18724,18743.75,18724,18735.75,20,+0.11%,22
"03/28/2024 09:00",18747.25,18751.25,18707,18715.75,-31.25,-0.17%,17
"03/28/2024 08:30",18718.75,18761.25,18685,18747,22,+0.12%,43
"03/28/2024 08:00",18730,18732.75,18725,18725,10,+0.05%,4
"03/28/2024 07:30",18740,18752.5,18710,18715,-13.25,-0.07%,15
"03/28/2024 07:00",18726.75,18730,18726.75,18728.25,20.25,+0.11%,4
"03/28/2024 06:30",18710.5,18710.5,18708,18708,10.5,+0.06%,4
"03/28/2024 04:30",18688,18697.5,18685.75,18697.5,-20.25,-0.11%,5
"03/28/2024 03:00",18735.5,18737.5,18716.25,18717.75,-6.25,-0.03%,5
"03/28/2024 01:00",18727,18727,18724,18724,-4.25,-0.02%,2
"03/28/2024 00:30",18728.25,18728.25,18728.25,18728.25,-3.,-0.02%,2
"03/28/2024 00:00",18731.25,18731.25,18731.25,18731.25,5,+0.03%,2
"03/27/2024 23:30",18727.5,18727.5,18726.25,18726.25,11.5,+0.06%,3
"03/27/2024 21:30",18714.75,18714.75,18714.75,18714.75,3.25,+0.02%,1
"03/27/2024 20:30",18711.5,18711.5,18711.5,18711.5,-7.25,-0.04%,1
"03/27/2024 20:00",18718,18718.75,18718,18718.75,-7.75,-0.04%,3
"03/27/2024 19:30",18726.5,18726.5,18726.5,18726.5,16.5,+0.09%,3
"03/27/2024 18:00",18709.75,18710,18709.75,18710,-7.25,-0.04%,3
